Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","14700.09714074","712.7","42.99028233239755"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","14534.27712","2030.05","45.04797024547487"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","14478.811433570001","451.3","22.14799907235409"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","14164.690595","115.7","37.676057546015635"
RHI Magnesita India Ltd,RHIM,"Cement","14122.598155320002","862.75","52.50231664864861"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","13834.435928429999","2718.45","61.516456616256846"
Affle (India) Ltd,AFFLE,"Advertising","13810.1499183","1055.3","64.56358073071524"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","13703.478886125","3288.3","67.37206925331841"
KEI Industries Ltd,KEI,"Cables","13700.682294389999","1489.9","36.43604673791289"
Aavas Financiers Ltd,AAVAS,"Home Financing","13686.85389137","1746.8","38.5338942294828"
SJVN Ltd,SJVN,"Renewable Energy","13616.740281375","34.45","13.75706231700849"
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","13597.2621704","871.5","37.453895356985385"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","13549.1728204","1072.25","51.4747086862697"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","13523.69836217","886.35","12.670350271391749"
IDFC Ltd,IDFC,"Diversified Financials","13433.4511752","82.95","209.79933117601118"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","13344.070824715","4339.55","44.83744102924965"
KIOCL Ltd,KIOCL,"Iron & Steel","13327.98153528","213.95","42.52570605685844"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","13266.090656175","1196.3","103.22199390114325"
Capri Global Capital Ltd,CGCL,"Consumer Finance","13227.297327375","751.2","64.51081412102516"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","13225.44773082","313.3","8.445476781836302"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","13164.77579958","367.2","410.3733104607119"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","13159.23679836","5712.7","13.933965267217285"
City Union Bank Ltd,CUB,"Private Banks","13153.519225","175.4","17.303619270942985"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","13086.237131939999","410.45","73.34101402196934"
Aditya Birla Sun Life Amc Ltd,ABSLAMC,"Asset Management","12952.8","448.6","19.25236700902213"
Mahindra CIE Automotive Ltd,MAHINDCIE,"Auto Parts","12896.790886","343","32.82461411555104"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","12688.786665","11987.4","70.08443338856674"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","12679.95313167","120.4","56.5539143288432"
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","12660.7665152","125.6","16.70087524594704"
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","12623.46239574","457.3","64.33976756238529"
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","12587.188312035001","139.15","40.700990467680924"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","12579.976106760001","873.45","69.42591670397353"
Suven Pharmaceuticals Ltd,SUVENPHAR,"Pharmaceuticals","12500.41216438","492.9","27.546689359351237"
Jindal Stainless Ltd,JSL,"Iron & Steel","12488.39979702","239.3","6.638316764838446"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","12384.216534795","504.7","35.91918479840769"
KEC International Ltd,KEC,"Construction & Engineering","12340.24176","486.15","37.16044856661041"
Glenmark Pharmaceuticals Ltd,GLENMARK,"Pharmaceuticals","12255.97385586","423","13.014870982871221"
Sheela Foam Ltd,SFL,"Home Furnishing","12245.94829224","1239.6","56.34984489342926"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","12237.04891017","1499.85","36.78213625347922"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","12111.10680837","56.15","-87.41956697249857"
BASF India Ltd,BASF,"Diversified Chemicals","12082.7535496","2743.1","20.312611037590013"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","12026.164543","386.95","110.79937850562013"
Westlife Development Ltd,WESTLIFE,"Restaurants & Cafes","12020.2212312","769.2","-7197.737264192013"
Aegis Logistics Ltd,AEGISCHEM,"Oil & Gas - Storage & Transportation","12011.22","341.85","33.596878408995565"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","11784.9875","1117.3","37.87193103669899"
NLC India Ltd,NLCINDIA,"Metals - Diversified","11654.680698645","82.85","10.667216470015655"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","11560.55597664","1202.65","68.93182265005072"
POWERGRID Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","11516.9498752","127.97","22.723048447636334"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","11449.818743175","227.6","21.76813008455476"
Suzlon Energy Ltd,SUZLONPP,,"11410.73879557","7.45",
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","11380.564356525","178.6","10.824921153705306"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","11327.2870048","259.4","49.74872416355567"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","11324.1573003","517.6","36.17248227272725"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","11307.7797195","1161.7","13.592551741774932"
Lloyds Metals And Energy Ltd,LLOYDSME,"Iron & Steel","11241.6329493","249.1","115.42902710031834"
Hindustan Copper Ltd,HINDCOPPER,"Mining - Copper","11173.9625511","115.9","29.89049180402856"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","11166.751074439999","561.3","21.43577201681573"
RBL Bank Ltd,RBLBANK,"Private Banks","11166.228798375","184.1","-67.2057104927782"
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines","10990.77549865","176.95","-112.76059811890856"
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","10985.8541551","800.05","36.03809918350613"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","10934.114519","1280.7","17.500183289052494"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","10880.2528317","2220.75","37.91689434291688"
Bharat 22 ETF,ICICIB22,"Equity","10739.054693185","57.28",
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","10687.370204875","823.55","20.00293886255591"
Nippon India ETF Bank BeES,BANKBEES,"Equity","10625.94809425","427.41",
Brigade Enterprises Ltd,BRIGADE,"Real Estate","10583.960467289999","460.7","127.87193992134814"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","10576.44067584","2093.3","49.36264667152059"
Aether Industries Ltd,AETHER,"Specialty Chemicals","10564.73467685","842.25","96.9864562273937"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","10513.65994854","559.7","10.276579264898787"
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","10489.956","51.95","6.1115677489644105"
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","10442.201316339999","702.4","7.972484933607172"
Jindal Stainless (Hisar) Ltd,JSLHISAR,"Iron & Steel","10379.946466575","436.1","5.343656802940056"
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","10282.3021548","409.2","131.90894361513796"
PVR Ltd,PVR,"Theatres","10262.705151125","1629.15","-21.019795901861787"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","10237.144247255","118.5","7.706081709703035"
HFCL Ltd,HFCL,"Telecom Equipments","10236.87174024","72.75","32.69312640597863"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","10204.9455235","553.1","60.02909131470596"
CESC Ltd,CESC,"Power Generation","10200.26445885","75.85","7.510853239413297"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","10166.111208","1997.4","23.207120504040528"
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","10149.34207961","2211.05","34.98566728579803"
Allcargo Logistics Ltd,ALLCARGO,"Logistics","10133.711887380001","400.65","10.9467251654154"
Sundaram Clayton Ltd,SUNCLAYLTD,"Auto Parts","10057.672934775","4916.8","22.819968541033276"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","9849.60512674","55.35","3.329515266267107"
Raymond Ltd,RAYMOND,"Apparel & Accessories","9848.91776414","1445.55","37.83098165529683"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","9845.12559686","554.7","10.856638616785983"
Amara Raja Batteries Ltd,AMARAJABAT,"Batteries","9829.4053125","585.9","19.176708181321615"
ITI Ltd,ITI,"Telecom Equipments","9795.1791392","102.65","81.83790742083713"
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","9717.190029927","294.65","39.45746550504329"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","9683.18941575","677.4","144.67636957642344"
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281","140.99","27.531293943742824"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9568.36549328","1489.6","30.978617195842943"
Tanla Platforms Ltd,TANLA,"Software Services","9549.373852589999","692.9","17.70796419713688"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","9486.31579388","549.1","11.340756257029453"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","9273.440942755","647.9","14.727228024957135"
KRBL Ltd,KRBL,"Packaged Foods & Meats","9219.4569103","385.55","20.0684739013931"
Eureka Forbes Ltd,EUREKAFORBE,,"9163.1768064","465.5","3510.7957112643785"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","9110.016509719999","761.4","19.652292065147996"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","9083.437612560001","466.6","22.562501832037512"
Vardhman Textiles Ltd,VTL,"Textiles","9077.97864","309.75","5.868535345111804"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","9019.60178702","582.35","-143.83035858746624"
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","8978.4228","52.45","84.78208498583571"
Cyient Ltd,CYIENT,"Software Services","8951.96706607","812.55","17.13951190134022"
Jindal Worldwide Ltd,JINDWORLD,"Textiles","8939.199432","451.15","81.85330493544556"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","8925.0142275","698","13.158497688973405"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","8907.303251","110.05","13.23030560861493"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","8891.50857543","587.6","5.19846620133769"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","8836.67679066","647.15","21.759318388269197"
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","8684.424049680001","907.8","59.275298953518615"
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388","427.01",
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","8618.1638424","2436.95","32.796117826318536"
Mahanagar Gas Ltd,MGL,"Gas Distribution","8567.49057483","859.55","14.35186708461203"
Swan Energy Ltd,SWANENERGY,"Textiles","8503.40574","310.85","-53.856518715561464"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","8474.986405875","1323.35","182.37543373950945"
Finolex Cables Ltd,FINCABLES,"Cables","8417.7815488","542.95","14.049773923957678"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","8396.625","3353.05","136.30884740259754"
Jubilant Ingrevia Ltd,JUBLINGREA,"Specialty Chemicals","8379.26331669","531.15","17.577644885022035"
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793","185.01",
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194","1210.35",
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","8282.66763","2550.6","22.481590657401888"
National Standard (India) Ltd,NATIONSTD,"Real Estate","8201.3","4079.3","333.3861788617885"
Kalpataru Power Transmission Ltd,KALPATPOWR,"Power Infrastructure","8104.3836454","532.4","14.999784648158423"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","8102.085109739999","587.55","21.523484073373563"
RITES Ltd,RITES,"Business Support Services","8060.926799415","334.4","15.610757401504744"
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","8060.897025675","12539.3","8.420010472319428"
Century Textile and Industries Ltd,CENTURYTEX,"Paper Products","8030.919392","709.75","48.22506090193958"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","7971.59629797","283.65","17.19387506841662"
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","7940.2166","384.65","17.088597008501036"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","7908.05213864","253.75","29.26848565320701"
Granules India Ltd,GRANULES,"Pharmaceuticals","7894.224486939999","319.6","19.125459072923736"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","7864.13761104","303.1","4.5601363905969166"
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","7842.02033762","758","56.715269672524684"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","7807.769486775","317.1","13.457263115143322"
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","7774.519728360001","292.2","30.324205196817214"
Alok Industries Ltd,ALOKINDS,"Textiles","7671.2964195449995","15.4","-36.775150621021055"
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","7622.24723829","479.6","9.273822241230791"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","7619.346889830001","710.25","-162.11376361340487"
Birla Corporation Ltd,BIRLACORPN,"Cement","7614.673738095","950.55","19.104026037018002"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","7608.3846067350005","372.3","58.747468201181384"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","7518.5969859","203.5","46.41968874421191"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","7509.901096125","390.8","11.322710695843263"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","7506.990401075","1194.05","45.17656858082091"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","7441.737477510001","1444","51.876873318299054"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","7432.99136655","373.7","48.70579494495777"
Equitas Small Finance Bank Ltd,EQUITASBNK,"Private Banks","7425.59960142","58.7","26.45009475464842"
BSE Ltd,BSE,"Stock Exchanges & Ratings","7413.88402443","542","29.150646893524158"
Anupam Rasayan India Ltd,ANURAS,"Specialty Chemicals","7408.52771073","689.45","48.68586259269238"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","7396.46998","258.35","19.37060019903624"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","7389.415489139999","3508.6","45.30882021669013"
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","7375.8116271","449.8","11.370843935343641"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","7356.375","377.55","14.57978238465196"
Rashtriya Chemicals and Fertilizers Ltd,RCF,"Fertilizers & Agro Chemicals","7348.485492","130.75","10.46211576474606"
Welspun India Ltd,WELSPUNIND,"Textiles","7311.6327816","72.15","12.162338076750363"
Can Fin Homes Ltd,CANFINHOME,"Home Financing","7262.891748125","543.4","15.416879108734872"
MedPlus Health Services Ltd,MEDPLUS,"Online Services","7249.51372365","603.95","75.6655226349021"
CCL Products India Ltd,CCL,"Tea & Coffee","7188.1636572","518.05","35.17574581453392"
NBCC (India) Ltd,NBCC,"Construction & Engineering","7164","38.6","31.935095618062743"
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","7096.4978084","1632.55","83.43912767078166"
JK Paper Ltd,JKPAPER,"Paper Products","7057.301651039999","411.1","13.006453466715818"
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","7049.84499218","1840.65","27.46015265913597"
TCI Express Ltd,TCIEXP,"Logistics","7010.265653625","1816","54.41063065527006"
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","7001.532072","1330.4","32.68689109243701"
Bls International Services Ltd,BLS,"Outsourced services","6986.0851485","169.85","62.78498380965215"
Firstsource Solutions Ltd,FSL,"Outsourced services","6962.19369912","101.25","12.95605206676963"
Hinduja Global Solutions Ltd,HGS,"Outsourced services","6898.276833325","1308.2","1.1302073110443922"
Sterlite Technologies Ltd,STLTECH,"Telecom Equipments","6888.2509742699995","168.9","111.19049191719074"
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","6883.686512425","65.4","33.167998999831525"
Archean Chemical Industries Ltd,ACI,"Commodity Chemicals","6875.585760375","562.3","36.529517375278935"
Triveni Engineering and Industries Ltd,TRIVENI,"Sugar","6846.5047152","285.1","16.145512829147556"
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","6846.42213234","5295.95","45.31053694467234"
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","6845.82334926","70.45","8.854342373195719"
India Cements Ltd,INDIACEM,"Cement","6839.43122607","217.7","87.18204239732248"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","6811.1613942","501.55","12.077383846726718"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","6788.37324704","334.05","-83.28270453981105"
Praj Industries Ltd,PRAJIND,"Construction & Engineering","6760.6416384","367.35","44.99894594249197"
National Highways Infra Trust,NHIT,"Roads","6746.8437324","109.74","98.68134755594556"
CEAT Ltd,CEATLTD,"Tires & Rubber","6742.62583548","1740.5","94.6998010601132"
shipping corporation of India Ltd,SCI,"Logistics","6698.1897638","142.05","7.741603018654213"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","6681.66623955","4011.85","34.70634863676497"
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,"Debt","6636.666277530001","1234.14",
KSB Ltd,KSB,"Industrial Machinery","6612.6201639","1898.35","44.26710512719244"
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","6589.32350934","738.55","35.4112398395314"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","6563.015955","967.15","54.55087652730443"
Hindustan Foods Ltd,HNDFDS,"FMCG - Foods","6548.0954352","598","146.65387312877908"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","6530.64984","955.15","102.99085065446893"
Prince Pipes and Fittings Ltd,PRINCEPIPE,"Building Products - Pipes","6523.685968895","593.2","26.15752192820771"
BHARAT Bond ETF-April 2032,BBETF0432,"Debt","6496.905610791","1034.51",
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","6487.222498085","1904.45","59.41224011434248"
